"module name","license","repository"
"react@19.2.4","MIT","https://github.com/facebook/react"
"readable-stream@2.3.8","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.6.2","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@4.7.0","MIT","https://github.com/nodejs/readable-stream"
"readdir-glob@1.1.3","Apache-2.0","https://github.com/Yqnn/node-readdir-glob"
"readdirp@4.1.2","MIT","https://github.com/paulmillr/readdirp"
"reflect-metadata@0.2.2","Apache-2.0","https://github.com/rbuckton/reflect-metadata"
"regexp-to-ast@0.5.0","MIT","https://github.com/bd82/regexp-to-ast"
"remeda@2.33.4","MIT","https://github.com/remeda/remeda"
"retry@0.12.0","MIT","https://github.com/tim-kos/node-retry"
"retry@0.13.1","MIT","https://github.com/tim-kos/node-retry"
"reusify@1.1.0","MIT","https://github.com/mcollina/reusify"
"router@2.2.0","MIT","https://github.com/pillarjs/router"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"rxjs@7.8.2","Apache-2.0","https://github.com/reactivex/rxjs"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"semver@7.7.4","ISC","https://github.com/npm/node-semver"
"send@1.2.1","MIT","https://github.com/pillarjs/send"
"seq-queue@0.0.5","MIT*","https://github.com/changchang/seq-queue"
"serve-static@2.2.1","MIT","https://github.com/expressjs/serve-static"
"set-function-length@1.2.2","MIT","https://github.com/ljharb/set-function-length"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"sha.js@2.4.12","(MIT AND BSD-3-Clause)","https://github.com/crypto-browserify/sha.js"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel-list@1.0.0","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"socket.io-adapter@2.5.6","MIT","https://github.com/socketio/socket.io"
"socket.io-parser@4.2.5","MIT","https://github.com/socketio/socket.io"
"socket.io@4.8.3","MIT","https://github.com/socketio/socket.io"
"split2@4.2.0","ISC","https://github.com/mcollina/split2"
"sqlstring@2.3.3","MIT","https://github.com/mysqljs/sqlstring"
"statuses@2.0.2","MIT","https://github.com/jshttp/statuses"
"std-env@3.10.0","MIT","https://github.com/unjs/std-env"
"streamsearch@1.1.0","MIT","https://github.com/mscdex/streamsearch"
"streamx@2.23.0","MIT","https://github.com/mafintosh/streamx"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.1.2","MIT","https://github.com/chalk/strip-ansi"
"strtok3@10.3.4","MIT","https://github.com/Borewit/strtok3"
"subscriptions-transport-ws@0.11.0","MIT","https://github.com/apollostack/subscriptions-transport-ws"
"symbol-observable@1.2.0","MIT","https://github.com/blesh/symbol-observable"
"tar-stream@3.1.7","MIT","https://github.com/mafintosh/tar-stream"
"text-decoder@1.2.6","Apache-2.0","https://github.com/holepunchto/text-decoder"
"tinyexec@1.0.2","MIT","https://github.com/tinylibs/tinyexec"
"to-buffer@1.2.2","MIT","https://github.com/browserify/to-buffer"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"token-types@6.1.2","MIT","https://github.com/Borewit/token-types"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is"
"type-is@2.0.1","MIT","https://github.com/jshttp/type-is"
"typed-array-buffer@1.0.3","MIT","https://github.com/inspect-js/typed-array-buffer"
"typedarray@0.0.6","MIT","https://github.com/substack/typedarray"
"typescript@5.9.3","Apache-2.0","https://github.com/microsoft/TypeScript"
"uid@2.0.2","MIT","https://github.com/lukeed/uid"
"uint8array-extras@1.5.0","MIT","https://github.com/sindresorhus/uint8array-extras"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unzipper@0.12.3","MIT","https://github.com/ZJONSSON/node-unzipper"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"uuid@11.1.0","MIT","https://github.com/uuidjs/uuid"
"valibot@1.2.0","MIT","https://github.com/open-circle/valibot"
"validator@13.15.26","MIT","https://github.com/validatorjs/validator.js"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"whatwg-mimetype@4.0.0","MIT","https://github.com/jsdom/whatwg-mimetype"
"which-typed-array@1.1.20","MIT","https://github.com/inspect-js/which-typed-array"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@7.5.10","MIT","https://github.com/websockets/ws"
"ws@8.18.3","MIT","https://github.com/websockets/ws"
"ws@8.19.0","MIT","https://github.com/websockets/ws"
"xss@1.0.15","MIT","https://github.com/leizongmin/js-xss"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend"
"yjs@13.6.29","MIT","https://github.com/yjs/yjs"
"zeptomatch@2.1.0","MIT","https://github.com/fabiospampinato/zeptomatch"
"zip-stream@6.0.1","MIT","https://github.com/archiverjs/node-zip-stream"
